DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,Sunrise,Sunset
43,74,35,29.92,27.02,57,13.6,9,5.3,0,86,62,300,30,0,0,0,320,22,504,2030
32,69,26,30.01,27.09,51,13.8,4,-0.1,0,82,56,300,33,0,0,0,300,25,504,2030
33,67,31,30.09,27.15,51,6,2,-2.4,0,83,50,310,19,0,0,0,280,16,504,2030
37,73,31,30.06,27.14,54,5.5,8,3.3,0,89,56,290,20,0,0,0,300,14,504,2030
39,78,27,29.96,27.06,58,6.7,13,8,0,97,59,140,18,0,0,0,140,14,505,2030
48,81,34,29.78,26.9,61,9,16,10.7,0,96,65,300,43,0.13,0,0,310,31,505,2030
46,75,37,29.77,26.88,59,8.2,10,4.3,0,89,61,300,31,0,0,0,300,24,506,2030
37,73,30,29.77,26.88,55,7.7,8,2,0,85,61,290,26,0,0,0,300,21,506,2030
39,69,33,29.95,27.04,54,8.2,4,-2.3,0,83,54,300,31,0,0,0,310,21,506,2030
40,75,30,29.97,27.06,56,7.2,10,3.4,0,90,59,180,22,0,0,0,150,17,507,2030
44,80,30,29.81,26.93,59,4.7,15,8,0,96,63,150,16,0,0,0,330,12,507,2030
47,81,33,29.82,26.94,61,5.8,16,8.7,0,97,65,340,16,0,0,0,350,13,508,2030
47,81,33,29.86,26.98,61,7.5,16,8.4,0,96,65,310,22,0,0,0,320,17,509,2030
47,83,31,29.85,26.97,62,4.8,18,10.1,0,101,64,320,16,0,0,0,340,13,509,2029
45,84,28,29.89,27.02,61,6.8,19,10.8,0,99,68,320,16,0,0,0,340,14,510,2029
41,85,22,30,27.11,60,6.9,20,11.5,0,101,69,280,19,0,0,0,320,13,510,2029
45,87,24,29.95,27.06,62,7,22,13.2,0,102,71,320,19,0,0,0,340,15,511,2028
49,86,28,29.87,26.99,64,6.1,21,11.9,0,104,68,140,24,0,0,0,140,20,512,2028
48,87,25,29.79,26.93,64,6.6,22,12.6,0,101,73,250,26,0,0,0,260,21,513,2027
46,82,29,29.76,26.9,61,7.3,17,7.3,0,95,68,340,19,0,0,0,330,15,513,2027
39,76,26,29.84,26.96,56,9,11,1.1,0,91,61,360,25,0,0,0,340,20,514,2026
41,79,26,29.86,26.98,59,5.5,14,3.8,0,97,61,320,19,0,0,0,320,14,515,2026
43,86,24,29.85,26.98,61,6.6,21,10.5,0,100,71,10,20,0,0,0,340,14,516,2025
49,85,30,29.92,27.04,63,5.6,20,9.3,0,102,67,120,14,0,0,0,270,13,517,2025
48,85,27,29.87,27.01,63,7.7,20,9.1,0,100,69,300,26,0,0,0,300,20,517,2024
40,79,27,29.91,27.03,57,8.8,14,2.9,0,92,66,360,22,0,0,0,340,17,518,2023
40,77,29,29.83,26.94,56,7.4,12,0.7,0,93,60,300,22,0,0,0,350,16,519,2023
40,78,27,29.83,26.94,57,5.6,13,1.5,0,96,60,360,16,0,0,0,360,12,520,2022
39,80,26,29.85,26.98,58,6.2,15,3.3,0,96,63,350,17,0,0,0,340,14,521,2021
39,77,26,29.88,27,57,8.1,12,0.2,0,92,61,320,25,0,0,0,340,18,522,2020
42,76,33,29.94,27.04,57,6.8,11,-1,0,94,58,350,24,0,0,0,320,18,523,2019
40,77,29,29.98,27.08,57,6.2,12,-0.1,0,94,60,300,25,0,0,0,300,21,524,2018
41,81,25,29.85,26.96,59,4.9,16,3.8,0,98,63,280,17,0,0,0,310,13,525,2018
45,84,27,29.77,26.9,61,7.1,19,6.7,0,98,70,300,31,0,0,0,290,23,526,2017
48,84,31,29.84,26.97,62,6.6,19,6.6,0,95,73,310,20,0,0,0,310,15,527,2016
53,82,38,29.95,27.07,64,8.1,17,4.6,0,93,71,150,21,0.01,0,0,120,17,528,2015
49,80,35,29.94,27.05,62,4.9,15,2.5,0,93,67,310,19,0,0,0,320,14,529,2013
43,84,26,29.89,27.01,61,6.9,19,6.5,0,99,69,140,29,0,0,0,190,22,530,2012
45,85,26,29.91,27.03,61,6.6,20,7.5,0,102,68,270,24,0,0,0,280,20,531,2011
47,83,29,29.99,27.11,62,5.2,18,5.5,0,99,67,300,20,0,0,0,300,15,532,2010
45,82,28,30.04,27.14,61,6.6,17,4.5,0,100,64,290,18,0,0,0,310,15,533,2009
45,82,28,29.97,27.08,61,4.8,17,4.5,0,97,66,300,16,0,0,0,300,13,534,2008
45,85,26,29.91,27.03,62,6.3,20,7.6,0,102,67,290,18,0,0,0,310,14,535,2007
41,83,25,29.88,27.01,59,5.6,18,5.6,0,98,68,350,20,0,0,0,320,14,536,2005
40,82,23,29.78,26.9,58,6.9,17,4.7,0,98,65,310,22,0,0,0,350,17,537,2004
40,77,27,29.78,26.9,57,6.4,12,-0.2,0,93,60,300,21,0,0,0,300,17,538,2003
44,79,31,29.84,26.96,59,5.3,14,1.9,0,91,66,270,19,0,0,0,250,15,539,2001
43,82,27,29.89,27.01,59,6.8,17,5.1,0,92,71,140,20,0,0,0,140,16,541,2000
45,80,31,29.89,27.01,60,7.4,15,3.2,0,94,66,150,30,0,0,0,150,20,542,1959
48,79,35,29.91,27.03,61,7.1,14,2.4,0,92,65,140,24,0,0,0,150,16,543,1957
46,81,30,29.92,27.03,60,8,16,4.5,0,95,66,250,23,0,0,0,250,18,544,1956
45,83,27,29.84,26.95,61,6.8,18,6.7,0,97,68,50,19,0,0,0,50,14,545,1955
45,85,26,29.75,26.89,61,9,20,8.9,0,99,71,310,32,0,0,0,310,25,546,1953
51,73,50,29.82,26.93,60,7.9,8,-2.9,0,83,62,330,33,0.08,0,0,340,23,547,1952
51,69,58,29.83,26.91,58,4.5,4,-6.7,0,79,58,40,20,0,0,0,340,13,548,1950
40,71,33,29.8,26.9,54,5.9,6,-4.5,0,87,55,130,19,0,0,0,160,15,549,1949
38,74,29,29.9,27,55,6.5,9,-1.2,0,89,58,310,24,0,0,0,300,16,551,1947
40,73,32,29.98,27.07,55,6.5,8,-2,0,88,57,280,23,0,0,0,340,16,552,1946
35,76,26,29.96,27.05,55,6.2,11,1.2,0,92,59,280,26,0,0,0,320,15,553,1944
37,73,28,29.91,27.01,54,7.1,8,-1.5,0,87,58,310,29,0,0,0,330,17,554,1942
38,70,34,29.94,27.03,54,6,5,-4.2,0,86,54,310,23,0,0,0,300,16,555,1941
40,72,33,30,27.08,55,4.6,7,-2,0,88,56,310,22,0,0,0,310,14,556,1939
43,78,30,29.96,27.06,58,6,13,4.3,0,93,62,140,15,0,0,0,130,12,557,1938
46,80,33,29.89,27,60,9.5,15,6.6,0,91,68,50,35,0,0,0,80,26,558,1936
51,79,44,29.82,26.93,61,6.3,14,5.9,0,92,66,250,58,0.14,0,0,240,41,600,1934
51,75,45,29.85,26.97,61,5.5,10,2.2,0,91,59,290,17,0,0,0,340,14,601,1933
44,78,35,30.01,27.11,58,5,13,5.5,0,96,60,340,18,0,0,0,340,15,602,1931
41,81,25,30,27.1,59,5.3,16,8.8,0,99,62,10,15,0,0,0,160,12,603,1929
45,82,29,29.9,27.02,60,7.1,17,10.1,0,97,66,60,26,0,0,0,60,20,604,1928
43,84,25,29.85,26.97,60,7.1,19,12.5,0,99,68,140,22,0,0,0,140,15,605,1926
43,84,24,29.83,26.96,60,10.4,19,12.8,0,98,70,140,39,T,0,0,140,24,606,1924
45,77,34,29.92,27.04,59,6.5,12,6.1,0,89,65,330,25,0,0,0,320,17,607,1922
41,75,32,30.03,27.12,56,5.6,10,4.4,0,93,56,310,23,0,0,0,300,16,609,1921
43,82,27,29.98,27.08,59,6.7,17,11.8,0,97,66,150,19,0,0,0,140,15,610,1919
46,83,30,29.96,27.07,61,5,18,13.1,0,99,66,330,14,0,0,0,310,12,611,1917
46,83,31,29.94,27.05,60,5.3,18,13.5,0,98,67,140,17,0,0,0,140,13,612,1915
42,78,29,29.97,27.07,58,6.5,13,8.8,0,90,66,150,27,0,0,0,140,21,613,1914
44,78,34,29.9,27,58,7,13,9.2,0,90,66,150,22,0,0,0,150,17,614,1912
45,77,32,29.83,26.93,59,6.1,12,8.5,0,90,63,210,25,0,0,0,210,20,615,1910
50,80,38,29.79,26.9,61,5.8,15,11.9,0,92,67,170,25,T,0,0,170,20,616,1908
51,79,39,29.89,27.01,62,5,14,11.2,0,89,69,310,22,T,0,0,140,14,617,1906
49,74,45,30.06,27.16,59,5.6,9,6.6,0,89,59,320,26,0,0,0,310,18,619,1905
46,74,39,30.05,27.13,58,3.2,9,7,0,90,58,290,14,0,0,0,130,8,620,1903
46,76,35,29.88,26.98,59,5,11,9.3,0,89,63,300,17,0,0,0,310,14,621,1901
51,77,43,29.75,26.85,61,7.2,12,10.7,0,87,66,200,26,0,0,0,190,18,622,1859
38,69,37,29.71,26.82,51,8,4,3.1,0,79,58,290,28,0.02,0,0,310,23,623,1857
34,60,40,29.89,26.97,47,15,0,-5.5,5,69,50,310,40,0,0,0,330,29,624,1855
30,53,42,30.07,27.1,43,4.5,0,-12.2,12,66,40,290,17,0,0,0,300,12,625,1854
29,65,28,29.89,26.95,47,9.2,0,0.2,0,79,50,120,23,0,0,0,160,16,626,1852
46,57,69,29.75,26.84,52,5.6,0,-7.4,8,66,48,260,31,0.21,0,0,280,22,627,1850
40,53,67,29.85,26.9,46,6.4,0,-11,12,60,46,300,27,0.1,0,0,320,21,629,1848
41,56,66,29.71,26.75,47,10.6,0,-7.6,9,63,48,330,32,0.08,0,0,320,24,630,1846
39,53,67,29.79,26.84,45,6.7,0,-10.2,12,58,47,290,29,0.09,0,0,290,18,631,1844
39,47,80,29.94,26.97,43,5.5,0,-15.9,18,52,41,340,22,0.03,0,0,340,16,632,1843
36,49,65,30.03,27.04,42,6.6,0,-13.5,16,61,36,300,24,0,0,0,350,16,633,1841
33,52,55,30.02,27.04,42,7.8,0,-10.1,13,67,36,300,31,0,0,0,320,23,634,1839
35,54,51,30.07,27.1,44,5.6,0,-7.7,11,67,40,280,15,0,0,0,310,12,635,1837
39,62,47,30.1,27.15,49,5.4,0,0.7,3,72,51,270,20,0,0,0,140,12,637,1835
39,61,47,30.13,27.18,50,5.2,0,0.1,4,75,47,360,18,0,0,0,320,14,638,1833
38,63,43,30.07,27.12,50,5,0,2.5,2,78,48,140,19,0,0,0,140,15,639,1832
37,65,39,29.91,26.98,50,6.5,0,4.9,0,82,48,330,26,0,0,0,330,17,640,1830
40,59,52,29.92,26.99,50,10.2,0,-0.7,6,67,50,310,29,0.03,0,0,310,23,641,1828
36,51,64,29.98,27.01,42,7.6,0,-8.3,14,61,40,350,33,T,0,0,360,24,642,1826
34,47,68,30,27.01,40,4.7,0,-11.9,18,60,34,100,21,T,0,0,100,17,643,1824
34,49,59,30.13,27.14,41,5.4,0,-9.5,16,61,36,350,19,0,0,0,340,15,645,1823
35,48,62,30.12,27.14,42,6.3,0,-10.1,17,56,40,120,19,0.01,0,0,120,16,646,1821
34,51,56,30.17,27.18,43,4,0,-6.7,14,62,39,140,17,0,0,0,140,13,647,1819
32,56,46,30.08,27.09,44,6.8,0,-1.3,9,70,41,130,20,0,0,0,130,15,648,1817
33,56,43,29.87,26.93,45,10.4,0,-0.9,9,69,43,330,33,0,0,0,330,23,649,1816
31,49,53,30.05,27.09,40,12,0,-7.5,16,59,38,320,35,0.03,0,0,320,25,650,1814
25,45,48,30.3,27.27,37,5.1,0,-11.1,20,59,31,140,18,0,0,0,130,13,652,1812
20,55,27,29.95,26.96,41,13.6,0,-0.7,10,69,41,120,37,0,0,0,150,28,653,1810
26,50,40,29.9,26.96,40,8.5,0,-5.3,15,57,42,320,24,0,0,0,320,20,654,1809
25,43,49,30.15,27.14,36,4.8,0,-11.9,22,54,31,300,20,0,0,0,120,17,655,1807
35,42,76,30.15,27.16,40,5.1,0,-12.5,23,50,34,300,33,0.19,0,T,300,24,656,1805
27,40,67,30.53,27.48,34,4.5,0,-14.1,25,50,29,270,16,0,0,0,310,12,658,1804
28,48,54,30.46,27.41,37,6.2,0,-5.7,17,61,34,150,17,0,0,0,130,13,659,1802
28,49,47,30.32,27.31,40,4.2,0,-4.3,16,64,34,110,15,0,0,0,110,13,700,1800
31,53,49,30.14,27.14,41,3.6,0,0.1,12,67,38,150,16,0,0,0,140,13,701,1759
29,57,37,30,27.03,44,8.6,0,4.5,8,76,38,130,22,0,0,0,130,15,703,1757
21,63,25,29.67,26.74,44,9.6,0,10.9,2,78,47,150,20,0,0,0,120,16,704,1755
33,51,63,29.76,26.86,41,11.9,0,-0.7,14,63,39,310,43,0.21,0,0,300,33,705,1754
34,42,74,30.17,27.16,39,9.5,0,-9.3,23,50,33,100,29,0.16,0,0,120,22,706,1752
43,55,71,30.29,27.3,47,9.2,0,4.1,10,64,46,120,26,T,0,0,120,21,708,1751
38,49,72,30.63,27.6,44,4.9,0,-1.4,16,60,38,340,20,0,0,0,310,15,709,1749
36,50,62,30.57,27.52,43,5.5,0,0,15,63,37,170,15,0,0,0,140,12,710,1748
38,50,65,30.18,27.17,44,4.6,0,0.4,15,62,38,300,18,0,0,0,140,13,711,1746
39,53,64,30.17,27.19,46,4.5,0,3.8,12,67,39,290,18,0,0,0,300,13,713,1745
39,53,66,30.23,27.24,45,6.2,0,4.2,12,64,41,290,20,0,0,0,300,16,714,1743
39,56,59,30.13,27.15,46,7.1,0,7.6,9,68,43,160,17,0,0,0,180,13,715,1742
40,53,64,29.94,26.97,46,3.5,0,5,12,65,41,300,15,0,0,0,300,12,717,1740
28,46,47,30.01,27.04,39,7.7,0,-1.6,19,55,37,180,27,0,0,0,180,20,718,1739
24,43,50,30.01,27,35,4.5,0,-4.1,22,57,29,350,22,0,0,0,320,13,719,1737
26,53,39,29.71,26.76,40,8.8,0,6.3,12,65,41,340,23,0,0,0,350,17,720,1736
35,51,59,29.79,26.83,43,6,0,4.7,14,60,42,100,18,T,0,0,110,14,722,1735
38,46,78,29.84,26.87,41,8.7,0,0.1,19,54,38,300,25,0.26,0,0,350,18,723,1733
30,39,73,29.97,26.96,35,4.5,0,-6.4,26,44,34,320,16,0.11,0,0,330,13,724,1732
31,39,77,29.95,26.94,35,10,0,-6,26,45,32,250,30,0.14,0,0,260,22,726,1731
29,36,74,30.18,27.18,34,6,0,-8.6,29,44,28,310,21,0.04,0,0,310,15,727,1730
23,34,64,30.37,27.32,30,8.6,0,-10.1,31,43,25,170,25,0,0,0,170,18,728,1728
24,40,53,30.12,27.08,34,12.1,0,-3.7,25,49,30,160,35,0,0,0,160,23,730,1727
31,50,60,29.92,26.95,40,10.7,0,6.7,15,61,39,300,44,0.1,0,0,310,33,731,1726
38,45,83,29.96,26.98,41,5.8,0,2.2,20,53,36,120,22,0.25,0,0,140,16,732,1725
37,46,75,30.14,27.14,41,7,0,3.6,19,54,37,150,19,0.02,0,0,170,14,733,1724
33,42,68,30.1,27.09,39,7.6,0,0,23,49,35,170,23,0,0,0,170,17,735,1723
33,48,58,30.02,27.03,41,10.4,0,6.5,17,59,37,140,31,T,0,0,140,24,736,1722
33,44,68,30.17,27.16,39,5.9,0,2.9,21,50,37,300,34,0.21,0,0,310,25,737,1721
33,43,67,29.91,26.9,39,13.5,0,2.4,22,50,35,120,31,0.13,0,0,120,23,739,1720
37,47,69,29.69,26.75,43,9.4,0,6.8,18,53,41,120,29,0.08,0,0,120,22,740,1719
27,38,61,30.05,27.08,35,9.9,0,-1.8,27,46,30,340,35,0,0,0,300,25,741,1718
23,39,59,30.39,27.33,31,10.6,0,-0.3,26,47,30,140,23,0,0,0,150,17,743,1717
24,39,57,30.14,27.09,33,6.6,0,0.1,26,49,28,160,21,0,0,0,150,16,744,1716
36,44,70,29.98,27,41,11.9,0,5.5,21,49,38,120,35,0.1,0,0,120,29,745,1716
46,50,82,30.22,27.24,48,7.5,0,12,15,57,42,120,21,0.05,0,0,120,17,746,1715
50,55,83,30.23,27.24,52,4.5,0,17.4,10,63,47,110,20,0.01,0,0,120,15,748,1714
45,56,71,30,27.03,50,7.2,0,18.8,9,66,46,270,31,0.01,0,0,280,21,749,1714
37,47,69,30.06,27.09,43,6.5,0,10.2,18,55,39,310,21,0.26,0,0,300,15,750,1713
33,44,65,30.15,27.13,39,7.3,0,7.6,21,50,38,170,19,0,0,0,130,14,751,1712
36,51,55,29.84,26.87,44,7.9,0,15,14,62,40,260,27,0,0,0,140,21,752,1712
31,46,62,29.95,27.01,39,11.7,0,10.4,19,60,31,300,31,T,0,0,300,25,754,1711
23,39,56,30.19,27.16,33,10.7,0,3.8,26,49,28,150,33,T,0,0,150,24,755,1711
27,35,73,30.41,27.37,32,4.8,0,0.2,30,42,28,340,20,0,0,0,340,15,756,1710
26,33,76,30.33,27.25,30,6.1,0,-1.5,32,39,27,140,18,0,0,0,140,14,757,1710
30,35,83,30.19,27.14,33,3,0,0.9,30,43,26,300,14,0,0,0,290,10,758,1710
31,35,86,30,26.97,34,3.8,0,1.2,30,42,28,290,17,0,0,0,290,13,759,1709
31,38,81,29.95,26.96,34,10.9,0,4.6,27,42,33,280,37,0.35,0,0.1,300,28,800,1709
23,34,67,30.42,27.37,30,7.4,0,0.9,31,41,27,340,25,0,0,T,330,20,801,1709
21,30,72,30.6,27.54,26,3.4,0,-2.8,35,38,22,290,13,0,0,0,300,10,802,1709
21,31,74,30.79,27.68,26,6.3,0,-1.5,34,38,23,140,19,0,0,0,140,15,803,1708
21,26,85,30.82,27.69,24,2.7,0,-6.2,39,32,20,190,12,0,0,0,190,8,804,1708
22,25,81,30.81,27.68,25,3,0,-7,40,30,20,140,12,0,0,0,140,9,805,1708
21,28,73,30.79,27.68,26,5.6,0,-3.7,37,30,26,140,15,T,0,T,140,12,806,1708
20,27,78,30.79,27.66,24,3.5,0,-4.5,38,28,25,120,12,0,0,0,130,9,807,1708
21,24,86,30.76,27.63,23,3.5,0,-7.2,41,25,22,350,11,T,0,T,350,9,808,1708
21,24,90,30.71,27.57,23,3.5,0,-7,41,25,22,220,12,T,0,T,320,9,809,1708
21,24,89,30.53,27.42,23,4.6,0,-6.8,41,26,22,300,18,T,0,T,150,14,810,1709
22,26,86,30.6,27.48,25,6.7,0,-4.6,39,27,25,150,22,T,0,T,160,16,810,1709
23,28,85,30.34,27.24,25,7.3,0,-2.5,37,29,26,130,18,0.05,0,0.5,130,14,811,1709
23,28,82,30.19,27.12,26,10,0,-2.3,37,36,20,300,28,0,0,0,310,22,812,1709
20,28,68,30.31,27.24,26,3.5,0,-2.2,37,38,18,40,12,0,0,0,90,10,813,1710
26,37,70,30.24,27.19,32,2.5,0,6.9,28,45,29,120,13,0,0,0,30,9,813,1710
27,41,55,29.93,26.93,36,12.3,0,11,24,52,29,140,31,0,0,0,150,22,814,1710
26,40,76,29.99,26.93,31,11,0,10.1,25,51,28,310,43,0.11,T,0.3,300,35,814,1711
19,29,65,30.33,27.26,25,10.1,0,-0.8,36,35,22,310,22,0,0,0,310,17,815,1711
24,33,74,30.23,27.17,29,4.5,0,3.3,32,38,28,110,16,0.14,0,4,250,12,815,1712
23,22,83,30.33,27.22,26,7,0,-7.7,43,33,10,290,24,0.14,5,2.1,300,18,816,1712
12,16,78,30.45,27.29,16,4.6,0,-13.6,49,23,8,120,19,0.13,4,1.8,110,15,816,1713
20,24,89,30.29,27.2,22,3.4,0,-5.6,41,27,20,280,12,0.09,6,1,280,9,817,1714
18,23,83,30.38,27.28,21,2.6,0,-6.6,42,29,16,150,15,T,5,T,140,13,817,1714
21,25,86,30.38,27.29,23,2.4,0,-4.6,40,29,20,280,14,T,5,T,80,9,817,1715
20,23,86,30.34,27.28,22,2.6,0,-6.6,42,30,15,280,14,0,5,0,300,8,818,1716
25,30,84,30.17,27.11,27,1.8,0,0.4,35,35,24,270,11,0,5,0,300,8,818,1716
28,33,74,30.16,27.14,32,6.3,0,3.4,32,43,23,320,28,0.01,4,0,310,21,818,1717
18,28,70,30.37,27.31,24,4.7,0,-1.6,37,36,19,150,15,0,2,0,150,13,818,1718
20,27,79,30.48,27.39,24,2.7,0,-2.7,38,35,19,130,12,0,2,0,140,10,818,1719
20,26,74,30.58,27.47,25,8,0,-3.8,39,34,18,140,25,0,1,0,140,20,818,1720
19,28,72,30.4,27.31,24,2.8,0,-1.9,37,35,20,150,19,0,1,0,160,14,818,1721
21,28,78,30.31,27.24,25,2,0,-1.9,37,36,19,280,14,0,1,0,230,8,818,1722
26,34,78,30.28,27.21,30,2.5,0,4,31,41,26,300,19,0.01,1,0,310,15,818,1723
31,35,90,30.22,27.18,32,4.1,0,4.9,30,39,31,100,20,0.08,1,0,100,17,818,1724
29,36,87,30.23,27.18,31,4.3,0,5.8,29,45,26,240,15,0,1,0,310,12,818,1725
32,38,82,29.98,26.95,35,3.5,0,7.7,27,47,28,170,23,T,T,0,100,18,818,1726
40,41,89,29.69,26.71,41,8.3,0,10.6,24,47,35,130,23,0.46,T,0,130,17,818,1727
29,38,70,29.97,27,34,7.2,0,7.5,27,43,33,320,19,0.01,0,0,330,14,817,1728
33,41,76,30.09,27.07,37,10.7,0,10.4,24,47,34,310,39,0.08,0,0,310,26,817,1729
34,44,71,30.34,27.33,39,4.8,0,13.3,21,52,36,350,14,0.01,0,0,120,10,817,1731
32,42,76,30.5,27.45,36,4,0,11.2,23,50,33,140,12,0,0,0,140,10,816,1732
32,42,75,30.45,27.39,36,5.6,0,11.1,23,50,33,140,21,0,0,0,140,16,816,1733
31,39,75,30.32,27.28,35,6,0,8,26,47,30,150,18,0,0,0,160,15,815,1734
32,38,81,30.33,27.31,35,6.4,0,6.9,27,44,32,120,24,0.06,0,T,120,20,815,1735
32,40,78,30.32,27.26,36,8.2,0,8.7,25,50,29,170,27,0,0,0,170,18,814,1737
36,49,68,29.91,26.93,41,13.8,0,17.6,16,58,39,150,32,0.24,0,0,310,25,814,1738
31,38,77,29.94,26.95,35,6.2,0,6.5,27,45,30,320,31,0.2,0,0,340,20,813,1739
26,34,73,30.11,27.08,31,5.2,0,2.4,31,41,27,280,20,0,0,0,320,15,812,1740
25,35,68,30.24,27.19,31,6.9,0,3.2,30,44,25,140,19,0.02,0,T,140,15,812,1742
31,38,80,30.27,27.24,35,8.7,0,6.1,27,45,31,130,24,0.08,0,T,130,17,811,1743
26,36,65,30.28,27.22,32,10,0,4,29,43,29,120,21,0,0,0,120,16,810,1744
25,45,47,29.93,26.93,37,13.4,0,12.8,20,49,40,140,29,0,0,0,130,23,809,1746
27,40,65,29.85,26.88,34,8.5,0,7.7,25,46,33,140,32,0.09,0,0.1,150,23,808,1747
27,38,69,30.22,27.2,33,7.3,0,5.6,27,44,32,110,18,T,0,T,260,13,808,1748
31,38,78,30.32,27.29,35,11.1,0,5.4,27,41,34,120,24,0.02,0,T,110,20,807,1750
37,43,87,30.52,27.46,39,4,0,10.3,22,54,32,120,14,0,0,0,120,12,806,1751
35,43,79,30.33,27.27,39,6.2,0,10.1,22,52,33,120,25,0,0,0,140,18,805,1752
29,48,50,30.03,27.05,40,12.4,0,14.9,17,59,37,320,34,0,0,0,320,28,804,1754
25,38,62,30.2,27.18,32,3.5,0,4.8,27,44,31,340,23,0,0,0,340,14,803,1755
26,42,55,30.27,27.24,35,2.1,0,8.6,23,49,34,170,11,0,0,0,160,8,802,1756
39,51,70,30.23,27.22,44,4.4,0,17.4,14,59,42,130,16,T,0,0,340,12,801,1758
37,49,66,30.2,27.2,43,6.5,0,15.2,16,61,37,300,27,0,0,0,300,20,759,1759
40,51,68,30.12,27.13,45,3.3,0,17.1,14,60,42,300,13,T,0,0,350,9,758,1800
32,45,60,30.05,27.06,40,6.5,0,10.9,20,54,36,320,22,0,0,0,330,17,757,1802
29,41,66,30.24,27.23,35,5.2,0,6.7,24,52,29,360,21,0,0,0,350,16,756,1803
31,46,59,30.38,27.36,39,6.9,0,11.4,19,58,33,300,16,0,0,0,140,12,755,1804
34,50,58,30.17,27.16,42,6.8,0,15.2,15,60,40,130,16,0,0,0,130,13,753,1806
27,44,54,30.03,27.04,36,8.8,0,9,21,51,36,320,29,0,0,0,320,23,752,1807
19,36,54,30.16,27.14,29,11.8,0,0.8,29,45,26,310,32,0,0,0,320,24,751,1809
17,35,50,29.91,26.87,28,9.5,0,-0.4,30,43,26,150,26,0,0,0,140,18,749,1810
22,36,62,29.98,26.98,30,7.8,0,0.3,29,46,25,260,26,T,0,T,280,20,748,1811
19,32,60,30.32,27.26,27,5.8,0,-3.9,33,45,19,160,17,0,0,0,150,14,747,1813
27,38,75,30.03,27.01,32,8.4,0,1.8,27,43,32,310,30,0.24,0,0.5,300,23,745,1814
25,36,70,30.34,27.31,30,6.9,0,-0.4,29,41,30,330,23,0,T,0,310,17,744,1815
21,33,63,30.3,27.23,29,6.6,0,-3.7,32,40,26,150,20,0,0,0,140,15,742,1817
29,42,62,29.95,26.91,36,12.2,0,5,23,53,31,270,30,0,0,0,130,22,741,1818
24,36,63,29.63,26.66,32,9.2,0,-1.3,29,47,24,290,43,T,0,0.1,280,31,739,1819
12,24,62,29.86,26.85,20,12.3,0,-13.5,41,33,15,310,36,T,0,T,330,26,738,1821
3,19,49,30.23,27.14,16,6.1,0,-18.8,46,28,9,290,21,0,0,0,300,17,736,1822
10,30,47,30.18,27.11,23,7.6,0,-8.1,35,37,22,120,20,0,0,0,100,15,735,1823
19,24,76,30.08,27.01,24,5.2,0,-14.4,41,33,14,150,17,0.24,2,4.9,160,13,733,1825
11,20,64,30.33,27.23,19,6.7,0,-18.7,45,30,10,320,23,0,2,0,320,18,732,1826
22,28,81,30.11,27.03,25,9.9,0,-11,37,33,22,140,25,0.07,2,1.5,120,18,730,1827
21,25,76,30.11,27.08,26,10.9,0,-14.3,40,36,13,120,32,0.01,4,0.3,120,24,728,1828
22,31,70,29.95,26.94,28,12.3,0,-8.6,34,39,22,330,28,T,3,0.1,330,21,727,1830
12,23,61,30.18,27.11,20,4.5,0,-16.9,42,34,11,290,14,0,2,0,130,10,725,1831
16,31,53,30.09,27.03,26,13.7,0,-9.2,34,39,23,120,30,0,2,0,120,21,723,1832
30,40,69,29.76,26.75,36,20.5,0,-0.4,25,47,32,120,40,0.09,1,0.1,110,30,722,1834
22,38,53,29.74,26.77,33,11.7,0,-2.5,27,44,32,140,41,0.02,0,T,140,32,720,1835
22,35,63,29.91,26.9,30,9,0,-5.8,30,42,27,160,23,0.01,0,T,150,17,718,1836
22,33,71,30.16,27.13,28,6,0,-8.1,32,42,23,320,23,0.02,0,0.4,330,17,717,1837
21,37,57,30.35,27.29,30,7.5,0,-4.4,28,47,26,310,16,0,0,0,140,13,715,1839
19,40,46,30.33,27.28,31,11.5,0,-1.7,25,51,28,90,25,0,0,0,110,18,713,1840
21,41,50,30.19,27.14,32,7.5,0,-1,24,56,26,150,23,0,0,0,150,17,712,1841
26,48,45,29.95,26.97,38,9.3,0,5.7,17,60,35,220,31,0,0,0,120,21,710,1843
33,47,64,29.93,26.96,40,7.9,0,4.4,18,55,38,10,25,0.07,0,0,360,18,708,1844
28,45,56,30.08,27.08,37,8,0,2.1,20,58,31,160,22,0,0,0,120,16,706,1845
27,50,46,30.18,27.19,39,4.4,0,6.8,15,59,40,180,16,0,0,0,170,12,705,1846
28,50,47,30.18,27.17,40,8.9,0,6.6,15,63,37,120,23,0,0,0,120,16,703,1847
31,54,45,29.87,26.9,43,17.6,0,10.3,11,69,38,120,41,0.1,0,0,120,29,701,1849
38,47,76,29.76,26.83,42,6.8,0,3,18,55,38,90,36,0.54,0,0,100,26,659,1850
