DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,Sunrise,Sunset
34,45,73,29.95,25.7,39,6.9,0,6.4,20,62,28,200,35,0.1,,,200,29,558,1809
32,42,79,29.85,25.59,36,8.8,0,3.1,23,52,31,220,32,0.15,,,240,24,556,1811
26,39,65,30.04,25.76,32,12.1,0,0,26,46,31,280,32,0,,,270,24,554,1812
28,41,63,30.27,25.95,35,6.6,0,1.8,24,54,27,210,22,0,,,200,16,552,1813
25,43,53,30.11,25.84,36,15.1,0,3.6,22,55,30,290,38,0.01,,,290,31,550,1814
22,35,64,30.15,25.84,29,9.2,0,-4.6,30,46,24,300,29,T,,,300,23,549,1815
22,34,62,30.12,25.8,30,3.7,0,-5.7,31,50,18,50,14,0,,,40,12,547,1816
23,38,57,29.98,25.72,33,11.2,0,-1.9,27,51,24,290,35,T,,,310,24,545,1818
19,35,54,29.96,25.66,29,16,0,-5,30,47,22,350,37,0,,,320,28,543,1819
24,42,54,29.85,25.58,33,18.9,0,1.8,23,52,31,330,45,0,,,320,35,541,1820
26,47,50,29.99,25.73,37,7.9,0,6.7,18,64,29,290,21,0,,,300,17,540,1821
28,46,52,30.08,25.82,38,6.6,0,5.6,19,66,25,320,22,0,,,330,17,538,1822
31,47,57,30.19,25.93,40,4.2,0,6.4,18,66,28,290,13,0,,,290,10,536,1824
33,50,51,30.1,25.86,43,5.7,0,9.3,15,71,29,220,21,0,,,220,16,534,1825
34,52,54,30.03,25.81,44,4.9,0,11.2,13,71,32,140,18,0,,,140,13,532,1826
24,44,50,30.2,25.93,36,11.6,0,3,21,56,32,260,31,0,,,250,26,531,1827
25,42,55,30.48,26.15,34,6.3,0,0.9,23,59,25,150,17,0,,,170,13,529,1828
30,49,53,30.39,26.09,40,3.8,0,7.8,16,73,25,150,15,0,,,150,12,527,1830
31,55,47,30.1,25.86,43,8.4,0,13.6,10,76,33,30,26,0,,,40,22,525,1831
28,55,41,29.86,25.67,43,9.2,0,13.5,10,76,33,50,28,0,,,50,22,524,1832
29,56,38,29.7,25.53,44,8.4,0,14.3,9,79,32,310,26,0,,,320,21,522,1833
24,59,31,29.74,25.58,43,8.1,0,17.2,6,75,42,290,36,0,,,290,20,520,1834
31,53,45,29.94,25.74,44,6.8,0,11,12,73,33,130,19,0,,,270,17,519,1836
39,49,67,30.03,25.82,45,6.4,0,6.8,16,57,41,280,35,0.09,,,280,28,517,1837
30,44,58,29.94,25.71,38,7.4,0,1.6,21,56,31,200,36,T,,,200,29,515,1838
29,40,67,29.85,25.61,35,14.4,0,-2.5,25,50,30,230,42,0.02,,,230,31,513,1839
28,43,60,30.21,25.91,36,10.2,0,0.3,22,56,29,350,24,T,,,280,20,512,1840
26,42,56,30.34,26.02,35,3.6,0,-1,23,63,20,170,12,0,,,280,9,510,1841
24,49,42,30.29,26.01,39,6.9,0,5.8,16,71,27,40,23,0,,,40,16,508,1843
25,52,40,30.2,25.95,41,4.9,0,8.6,13,75,29,40,15,0,,,50,12,507,1844
27,,43,30.06,25.81,41,4.7,,,,77,,150,15,0,,,100,12,505,1845
29,56,39,29.88,25.69,44,5,0,12.1,9,78,34,200,23,0,,,200,20,504,1846
31,54,45,29.78,25.6,44,5.9,0,9.9,11,73,34,180,29,0,,,170,21,502,1847
34,47,63,29.72,25.55,41,8.5,0,2.6,18,62,31,210,39,T,,,210,33,500,1849
29,47,50,29.95,25.72,40,14.8,0,2.4,18,62,32,300,35,0,,,260,26,459,1850
31,47,57,29.93,25.7,39,12.2,0,2.1,18,57,37,290,30,T,,,300,25,457,1851
23,45,48,29.94,25.69,35,20.7,0,-0.2,20,54,35,290,40,0,,,290,32,456,1852
24,44,49,29.97,25.71,36,6.8,0,-1.5,21,58,29,170,20,0,,,180,16,454,1853
31,49,58,29.87,25.65,39,10.3,0,3.2,16,59,38,310,27,T,,,340,21,453,1855
32,49,57,29.92,25.69,40,10.6,0,2.9,16,63,35,310,24,0,,,310,20,451,1856
33,44,64,29.98,25.74,39,13.6,0,-2.4,21,51,37,300,31,T,,,300,24,450,1857
31,48,53,30.14,25.87,40,11.9,0,1.3,17,63,32,320,32,0,,,330,24,449,1858
31,49,53,30.09,25.84,41,8.2,0,2,16,68,29,50,25,0,,,40,18,447,1859
25,51,40,30.09,25.86,41,10.5,0,3.7,14,72,30,100,34,0,,,110,26,446,1900
30,55,38,30.04,25.82,45,6.1,0,7.3,10,76,33,110,31,T,,,110,24,444,1901
41,60,58,29.91,25.74,49,7.8,0,12,5,71,48,220,39,0.08,,,220,31,443,1903
45,53,77,29.88,25.67,49,9,0,4.7,12,64,41,190,32,0.07,,,190,28,442,1904
46,54,71,29.86,25.66,50,11.6,0,5.4,11,70,38,330,38,0.02,,,330,31,440,1905
49,57,74,29.81,25.63,53,5.3,0,8.1,8,68,45,280,21,0.02,,,280,16,439,1906
34,58,45,29.75,25.59,46,12,0,8.8,7,76,40,250,31,0,,,270,23,438,1907
24,45,48,29.97,25.74,36,11.4,0,-4.5,20,58,31,310,34,0,,,300,28,437,1908
25,46,48,30.18,25.91,37,5.7,0,-3.8,19,63,28,310,20,T,,,30,17,436,1909
25,48,43,30.15,25.89,39,5.5,0,-2.1,17,70,26,130,17,0,,,120,14,434,1911
30,57,41,30.03,25.82,44,5,0,6.6,8,80,33,200,22,0,,,200,17,433,1912
36,58,44,29.96,25.77,48,6.2,0,7.3,7,83,33,150,29,0.04,,,130,23,432,1913
43,62,61,29.81,25.64,50,10.6,0,11,3,76,47,240,41,0.04,,,270,30,431,1914
40,52,72,29.93,25.71,45,10.3,0,0.8,13,59,45,290,24,0.03,,,290,20,430,1915
40,52,70,30.06,25.82,45,10.3,0,0.5,13,63,40,290,30,0.07,,,300,24,429,1916
38,51,57,30.14,25.9,46,6.3,0,-0.7,14,71,31,270,14,0,,,270,13,428,1917
39,59,48,29.95,25.76,50,7.1,0,7,6,79,38,280,24,0,,,290,18,427,1918
29,48,45,29.76,25.58,40,12.4,0,-4.2,17,58,38,310,29,0,,,300,23,426,1919
34,39,79,29.66,25.45,38,7.5,0,-13.5,26,47,30,60,22,0.28,,,50,17,425,1920
35,42,79,29.82,25.58,38,10.1,0,-10.7,23,51,33,230,28,0.03,,,250,21,424,1921
33,47,65,29.96,25.71,40,7.3,0,-5.9,18,59,35,210,27,0.01,,,210,22,423,1922
33,46,64,29.9,25.66,40,5.2,0,-7.1,19,61,31,180,20,0,,,200,16,423,1923
34,50,57,29.9,25.68,43,7.2,0,-3.3,15,65,34,250,22,0,,,280,18,422,1924
36,55,52,30.02,25.8,45,7,0,1.4,10,67,43,180,17,0,,,290,13,421,1925
34,55,49,30,25.79,45,9.7,0,1.2,10,70,39,180,24,0,,,190,20,420,1926
24,48,43,30.02,25.79,39,9.5,0,-6,17,64,32,280,30,0,,,270,22,420,1927
29,49,49,30.05,25.81,40,5.6,0,-5.1,16,68,29,140,14,0,,,150,12,419,1928
30,54,42,30.02,25.8,43,8.1,0,-0.3,11,76,32,270,26,0,,,280,21,419,1929
31,57,41,30.12,25.9,45,8.8,0,2.5,8,75,38,300,22,0,,,330,17,418,1929
31,56,40,30.06,25.84,45,3.8,0,1.3,9,78,33,160,14,0,,,280,10,417,1930
34,63,37,29.91,25.74,49,7.2,0,8.1,2,85,40,230,26,0,,,230,20,417,1931
39,63,45,30.05,25.87,50,8,0,7.9,2,79,46,240,28,0,,,240,23,416,1932
44,62,51,30.19,25.99,53,4.7,0,6.7,3,83,40,210,15,0,,,170,12,416,1932
44,68,42,30.07,25.9,55,5.1,3,12.5,0,89,46,130,14,0,,,170,12,416,1933
41,72,34,29.9,25.76,56,8,7,16.3,0,93,50,320,29,0,,,320,23,415,1934
43,72,40,29.82,25.7,55,5,7,16.1,0,92,51,310,29,0,,,360,18,415,1935
47,71,46,29.81,25.71,57,7,6,14.9,0,92,50,180,38,0.01,,,250,29,415,1935
46,67,53,29.79,25.65,55,8.1,2,10.7,0,86,47,200,29,0,,,210,23,414,1936
38,60,44,29.83,25.67,49,6.3,0,3.5,5,75,45,170,24,0,,,200,16,414,1936
38,55,53,29.89,25.71,47,11.1,0,-1.7,10,70,40,280,43,T,,,270,32,414,1937
27,50,42,30.14,25.9,41,8,0,-7,15,68,31,270,20,0,,,270,15,414,1937
24,52,36,30.15,25.9,41,5.6,0,-5.2,13,75,29,210,16,0,,,270,12,414,1938
28,54,34,29.92,25.71,44,9.2,0,-3.5,11,76,31,220,28,T,,,270,22,414,1938
25,53,36,29.87,25.68,41,10.9,0,-4.7,12,63,43,240,27,T,,,210,20,414,1939
33,46,66,29.86,25.64,40,7.4,0,-12,19,57,35,240,23,0.1,,,230,17,414,1939
35,47,67,30.07,25.81,41,5.9,0,-11.3,18,60,34,260,26,0.09,,,250,21,414,1940
39,56,59,30.04,25.82,47,8.2,0,-2.5,9,71,41,130,33,0.01,,,120,25,414,1940
38,49,69,30.18,25.93,44,9.7,0,-9.8,16,61,36,230,36,0.19,,,230,30,414,1940
28,52,42,30.26,25.99,42,7.1,0,-7.1,13,76,28,30,25,0,,,40,18,414,1940
31,61,33,30.07,25.88,48,7.2,0,1.6,4,85,36,220,23,0,,,240,18,414,1941
32,61,38,30.12,25.92,47,7.1,0,1.3,4,79,43,150,16,0,,,280,13,415,1941
33,65,31,29.93,25.76,50,6.3,0,4.9,0,86,43,270,17,0,,,270,13,415,1941
36,61,38,29.94,25.78,50,10.9,0,0.6,4,79,43,230,26,0,,,230,21,415,1941
30,55,40,30.13,25.92,44,11.2,0,-5.7,10,70,39,270,26,0,,,290,20,416,1941
30,55,38,30.17,25.94,44,3.9,0,-6.1,10,79,31,150,16,0,,,180,12,416,1941
29,66,27,30.07,25.89,50,6.2,1,4.6,0,91,40,40,23,0,,,50,15,416,1941
36,72,27,30.04,25.89,54,7.5,7,10.3,0,93,50,310,26,0,,,320,21,417,1941
39,71,32,30.01,25.87,55,6,6,8.9,0,93,48,320,20,0,,,320,15,417,1941
41,76,29,29.94,25.82,57,8.8,11,13.6,0,94,57,330,31,0,,,320,23,418,1941
32,73,24,29.95,25.82,52,10,8,10.2,0,91,54,280,24,0,,,310,18,418,1941
24,67,24,29.95,25.79,48,8.5,2,3.9,0,91,42,280,23,0,,,330,16,419,1941
39,67,35,29.93,25.79,53,6.1,2,3.5,0,89,44,260,26,0,,,260,21,419,1940
35,71,29,29.95,25.81,52,10.1,6,7.2,0,88,54,250,34,0,,,230,23,420,1940
27,62,28,29.99,25.82,47,9.9,0,-2.1,3,82,42,270,30,0,,,250,23,421,1940
29,60,33,29.96,25.78,46,8.8,0,-4.4,5,78,42,280,23,0,,,280,18,421,1940
33,59,38,29.96,25.78,47,7.5,0,-5.8,6,78,40,260,22,0,,,260,17,422,1939
35,63,35,29.89,25.73,50,5.9,0,-2.1,2,84,41,220,20,0,,,270,16,423,1939
47,61,62,29.91,25.74,53,7.4,0,-4.4,4,75,47,260,29,0.04,,,260,24,423,1938
43,63,52,29.93,25.76,52,7.2,0,-2.7,2,78,48,230,27,T,,,230,21,424,1938
38,53,59,29.98,25.79,46,12.8,0,-12.9,12,66,40,240,33,0.1,,,260,25,425,1937
35,53,53,30.05,25.82,44,4.3,0,-13.2,12,73,33,,,0,,,290,8,426,1937
35,59,42,29.96,25.77,48,8.1,0,-7.5,6,79,39,220,27,0,,,220,21,426,1936
33,60,39,30.12,25.92,48,4.9,0,-6.7,5,83,36,320,16,0,,,320,14,427,1936
32,67,27,30.05,25.88,51,6.1,2,0.1,0,90,44,300,18,0,,,270,13,428,1935
24,68,23,29.95,25.8,47,10.3,3,0.9,0,85,50,290,25,0,,,270,20,429,1934
31,61,33,29.93,25.76,47,7.2,0,-6.3,4,82,40,130,18,0,,,140,14,430,1933
37,65,35,29.82,25.68,52,7.1,0,-2.5,0,85,44,210,19,T,,,240,15,431,1933
37,63,43,29.91,25.76,51,9.9,0,-4.6,2,85,41,210,33,0,,,210,25,432,1932
37,61,41,30,25.82,50,6.5,0,-6.8,4,83,39,230,24,0,,,220,20,433,1931
35,66,38,30.03,25.86,50,4.7,1,-1.9,0,85,46,220,20,0,,,200,15,434,1930
26,66,26,30,25.84,48,7.9,1,-2,0,93,39,200,29,0,,,220,23,435,1929
31,65,32,30.1,25.92,49,9.3,0,-3.1,0,84,45,210,24,0,,,290,20,436,1928
30,63,32,30.11,25.92,48,7.8,0,-5.1,2,85,41,180,21,0,,,180,15,437,1928
30,67,28,30,25.84,50,4.2,2,-1.2,0,91,42,330,15,0,,,330,13,438,1926
33,72,25,29.95,25.81,53,6.6,7,3.8,0,96,48,310,19,0,,,300,14,439,1925
36,74,26,29.96,25.84,55,7.8,9,5.8,0,95,52,290,22,0,,,300,18,440,1924
38,73,28,29.98,25.85,55,5.9,8,4.8,0,97,48,220,22,0,,,310,16,441,1923
38,74,28,29.99,25.86,56,5.6,9,5.9,0,97,50,340,20,0,,,340,15,442,1922
37,78,25,29.88,25.76,56,7.4,13,9.9,0,99,56,260,34,0,,,250,18,443,1921
29,76,21,29.79,25.69,53,10.5,11,8,0,95,56,220,29,0,,,220,23,444,1920
19,67,18,29.9,25.76,47,8.5,2,-0.9,0,90,44,240,25,0,,,310,18,445,1919
25,69,20,29.95,25.8,48,6.6,4,1.1,0,92,45,200,20,0,,,190,16,446,1918
25,66,24,,25.84,48,10.9,1,-1.7,0,87,44,240,33,0,,,240,28,447,1916
31,61,37,30.14,25.93,47,7.2,0,-6.6,4,83,38,330,19,0,,,330,14,448,1915
29,66,27,29.96,25.79,49,5,1,-1.5,0,89,42,120,17,0,,,40,12,449,1914
27,70,21,29.8,25.68,50,7.3,5,2.7,0,94,45,290,42,0,,,290,30,450,1912
36,72,30,29.78,25.67,53,7,7,4.8,0,87,56,130,46,T,,,150,31,451,1911
29,69,25,29.8,25.68,49,12.5,4,2,0,83,54,260,34,T,,,260,25,452,1910
35,59,43,29.89,25.72,47,9.8,0,-7.8,6,76,42,300,33,0,,,290,26,454,1908
35,54,51,29.97,25.76,45,6.7,0,-12.6,11,73,34,260,23,0,,,260,18,455,1907
35,58,41,30.01,25.81,47,5.3,0,-8.4,7,79,36,220,17,0,,,210,14,456,1905
33,66,32,30.06,25.89,50,6.7,1,-0.2,0,87,45,210,24,0,,,200,17,457,1904
33,70,27,30.06,25.9,51,6.3,5,4,0,92,48,250,22,0,,,220,16,458,1903
32,73,25,29.99,25.85,52,6,8,7.2,0,95,51,240,25,0,,,250,20,459,1901
34,73,26,29.92,25.79,53,6.4,8,7.5,0,94,51,200,28,0,,,290,22,500,1900
32,72,23,29.96,25.83,53,6.1,7,6.7,0,94,50,330,19,0,,,330,15,501,1858
32,73,22,29.94,25.81,54,6.8,8,7.9,0,95,51,320,23,0,,,320,17,503,1856
35,72,26,29.91,25.78,54,6.1,7,7.2,0,94,50,330,21,0,,,330,16,504,1855
33,73,27,29.93,25.81,53,5.8,8,8.4,0,97,49,330,22,0,,,330,16,505,1853
33,73,27,29.97,25.83,52,8,8,8.7,0,94,51,320,25,0,,,340,17,506,1852
30,69,27,29.93,25.77,50,6.8,4,4.9,0,95,43,300,23,0,,,300,17,507,1850
23,69,20,29.84,25.71,49,9.3,4,5.2,0,94,43,210,28,0,,,250,18,508,1848
19,61,24,29.94,25.77,43,7.7,0,-2.5,4,84,38,260,26,0,,,260,21,509,1847
22,59,27,30.09,25.89,43,6,0,-4.3,6,82,35,190,21,0,,,160,16,510,1845
28,60,31,30.14,25.93,46,8.7,0,-3,5,81,38,270,28,0,,,300,20,512,1844
30,60,31,30.05,25.86,47,6.3,0,-2.7,5,81,39,310,18,0,,,310,14,513,1842
27,60,29,29.95,25.77,46,5.8,0,-2.4,5,82,38,240,18,0,,,280,12,514,1840
28,64,28,29.91,25.75,47,7.1,0,1.8,1,89,38,200,24,0,,,220,20,515,1838
35,65,37,30.04,25.87,50,5,0,3.1,0,88,42,160,15,0,,,150,12,516,1837
28,64,31,30.05,25.87,46,5,0,2.4,1,87,41,180,19,0,,,210,14,517,1835
23,63,25,29.96,25.78,44,4.8,0,1.7,2,84,41,240,24,0,,,240,18,518,1833
27,63,27,29.9,25.73,46,7.4,0,2,2,86,39,220,28,0,,,240,21,519,1831
38,60,43,29.93,25.76,50,8.5,0,-0.7,5,79,40,190,23,0,,,260,16,520,1830
32,55,44,29.97,25.77,43,7,0,-5.4,10,67,43,180,20,0,,,170,15,522,1828
29,51,43,29.89,25.68,43,8.1,0,-9.2,14,72,29,330,26,0,,,320,20,523,1826
32,54,49,29.84,25.64,43,10.4,0,-5.8,11,70,38,290,27,0.04,,,290,21,524,1824
28,52,44,29.98,25.76,41,4.6,0,-7.5,13,68,36,140,16,0,,,270,13,525,1823
32,49,52,30,25.78,41,5.8,0,-10.2,16,69,29,300,23,0.01,,,300,18,526,1821
35,52,54,30.13,25.89,44,6.4,0,-6.9,13,74,30,140,20,0,,,210,13,527,1819
23,58,32,30.16,25.94,43,8.2,0,-0.6,7,79,36,280,26,0,,,280,21,528,1817
19,52,31,30.29,26.03,39,5,0,-6.3,13,76,28,90,13,0,,,280,12,529,1815
18,57,24,30.15,25.92,41,4.3,0,-0.9,8,83,30,140,14,0,,,280,10,531,1814
19,56,26,29.97,25.79,41,8.8,0,-1.6,9,79,33,260,29,0,,,270,23,532,1812
24,52,37,29.98,25.76,40,12.5,0,-5.3,13,68,35,330,29,0,,,330,23,533,1810
25,52,37,29.96,25.74,40,6.5,0,-4.9,13,69,34,60,19,0,,,60,14,534,1808
18,50,32,30.06,25.82,37,6.5,0,-6.6,15,73,26,220,18,0,,,200,14,535,1806
18,50,33,30.17,25.92,37,4,0,-6.2,15,73,26,110,14,0,,,270,14,536,1804
18,53,29,30.13,25.89,38,3.6,0,-2.9,12,78,27,160,18,0,,,190,13,537,1803
30,60,33,30.04,25.84,46,8.4,0,4.5,5,82,37,240,31,0,,,240,24,538,1801
42,65,43,29.99,25.82,53,11.6,0,9.9,0,81,48,250,31,0,,,240,23,539,1759
34,57,46,30.04,25.84,47,7.2,0,2.2,8,79,34,250,24,0,,,250,20,541,1757
28,57,39,29.96,25.76,43,6.9,0,2.6,8,77,37,280,26,0,,,260,21,542,1755
29,54,42,29.86,25.66,42,5,0,0,11,67,40,300,22,0,,,300,17,543,1753
36,46,69,29.93,25.71,42,14.8,0,-7.6,19,56,35,320,34,0.08,,,310,26,544,1752
33,46,59,30.12,25.87,41,8.2,0,-7.3,19,62,30,250,25,0,,,250,21,545,1750
29,50,51,30.32,26.05,41,7.6,0,-2.9,15,71,29,200,17,0,,,200,14,546,1748
28,54,41,30.42,26.14,42,4,0,1.5,11,79,29,280,11,0,,,280,10,547,1746
34,61,41,30.2,25.97,47,5.6,0,8.9,4,84,37,50,19,0,,,100,13,549,1744
33,62,39,30.04,25.84,47,3.7,0,10.3,3,85,38,310,12,0,,,310,12,550,1743
33,63,37,29.94,25.77,48,5.5,0,11.7,2,88,38,100,14,0,,,280,12,551,1741
30,61,36,29.96,25.78,47,7.7,0,10.1,4,84,38,140,26,0,,,180,18,552,1739
26,55,33,29.95,25.76,43,7.5,0,4.5,10,77,32,170,32,0,,,170,24,553,1737
22,43,45,30.01,25.77,35,6.9,0,-7.2,22,61,24,200,28,0,,,210,23,554,1735
21,39,51,29.92,25.65,32,6.1,0,-10.8,26,60,17,240,30,0,,,240,24,556,1733
25,39,55,29.94,25.69,34,7,0,-10.4,26,57,21,210,22,0,,,200,17,557,1732
32,47,62,29.95,25.71,39,7.3,0,-2,18,58,35,300,30,0.01,,,300,24,558,1730
34,39,77,30.06,25.79,38,5.3,0,-9.6,26,52,26,210,28,0.12,,,210,23,559,1728
34,47,71,30.16,25.88,40,5,0,-1.2,18,58,35,180,16,0,,,160,12,600,1726
35,52,61,30.14,25.88,42,3.8,0,4.2,13,69,34,240,22,0,,,220,17,601,1725
33,53,55,30.07,25.82,42,2.9,0,5.5,12,75,30,290,15,0,,,280,14,603,1723
31,54,49,29.99,25.76,42,5.2,0,6.9,11,77,30,180,24,0,,,210,20,604,1721
39,52,62,29.94,25.74,46,9.4,0,5.3,13,62,42,290,27,0.03,,,300,22,605,1719
34,43,70,30.12,25.87,39,6,0,-3.4,22,61,24,310,19,0,,,230,14,606,1718
27,44,57,30.12,25.84,36,5.6,0,-2,21,66,22,70,18,0,,,50,12,607,1716
42,45,81,29.85,25.62,44,5.1,0,-0.6,20,54,35,150,23,0.24,,,150,18,609,1714
38,49,72,29.75,25.56,43,8.7,0,3.7,16,57,41,250,46,0.06,,,250,37,610,1713
40,45,81,29.65,25.45,43,8.7,0,0.1,20,56,34,190,35,0.16,,,190,26,611,1711
35,45,69,29.61,25.41,40,7.8,0,0.4,20,53,36,180,24,0.02,,,190,21,612,1709
33,44,71,29.87,25.64,39,9.7,0,-0.2,21,55,33,220,32,0.09,,,210,25,614,1708
35,39,84,30.15,25.87,37,6.5,0,-4.9,26,51,27,260,29,0.03,,,270,25,615,1706
30,39,75,30.43,26.08,34,3.6,0,-4.5,26,54,23,150,12,0,,,30,10,616,1705
34,48,69,30.25,25.95,40,3.3,0,4.8,17,63,32,50,13,0,,,50,10,617,1703
37,44,73,30.03,25.77,42,3.6,0,1.2,21,60,28,260,15,T,,,260,13,619,1701
34,43,75,29.98,25.72,39,5.3,0,0.5,22,57,29,250,13,0,,,250,12,620,1700
29,47,59,29.96,25.71,38,3.7,0,4.8,18,64,29,40,17,0,,,50,13,621,1658
34,53,49,29.84,25.64,44,8.8,0,11.2,12,64,42,150,35,T,,,180,25,622,1657
44,51,84,30.02,25.79,47,4.9,0,9.5,14,57,45,160,24,0.11,,,150,21,624,1655
42,52,75,30.01,25.77,46,4.1,0,10.9,13,64,40,40,14,0,,,40,12,625,1654
39,44,82,29.94,25.7,41,5.2,0,3.2,21,52,35,190,25,0.09,,,280,20,626,1652
34,42,70,29.97,25.73,39,6,0,1.5,23,53,30,,2237,0,,,50,13,627,1651
37,44,86,30,25.74,39,4.1,0,3.9,21,58,29,290,22,0.08,,,290,18,629,1650
37,43,83,29.8,25.56,39,8,0,3.2,22,56,30,100,33,0.03,,,80,25,630,1648
32,40,73,29.95,25.69,37,5.3,0,0.6,25,50,29,200,20,0.03,,,200,16,631,1647
32,39,79,30.07,25.81,36,2.6,0,0,26,51,26,190,15,0.01,,,200,13,633,1646
29,42,71,30.3,25.98,35,5.8,0,3.3,23,58,25,50,20,0,,,50,15,634,1644
30,42,71,30.36,26.03,35,5.8,0,3.7,23,58,25,50,18,0,,,50,14,635,1643
28,44,68,30.28,25.97,35,3.9,0,6,21,63,24,80,12,0,,,60,9,637,1642
28,44,62,30.08,25.79,36,2.5,0,6.4,21,66,22,130,11,T,,,60,10,638,1640
36,45,76,30.08,25.82,40,3.9,0,7.8,20,56,33,190,14,0.01,,,200,10,639,1639
36,47,69,30.29,26,41,5.3,0,10.2,18,61,33,40,17,0,,,50,14,640,1638
35,51,63,30.27,26,42,5,0,14.6,14,67,34,60,15,0,,,50,12,642,1637
32,49,64,30.25,25.97,39,3.9,0,13,16,68,29,280,11,0,,,280,10,643,1636
32,47,69,30.25,25.96,38,4.5,0,11.4,18,67,27,40,15,0,,,60,12,644,1635
33,48,66,30.14,25.87,39,3.5,0,12.8,17,69,27,120,11,0,,,60,9,646,1634
32,44,60,30.13,25.89,40,7.4,0,9.2,21,62,25,220,28,0.01,,,220,22,647,1633
31,38,77,30.26,25.95,35,1.9,0,3.6,27,54,21,290,9,T,,,290,9,648,1632
40,44,85,30.16,25.88,42,1.8,0,10,21,55,33,70,14,0.25,,,110,13,650,1631
38,44,79,29.95,25.71,41,7.3,0,10.4,21,54,34,210,31,0.08,,,260,25,651,1630
24,32,74,30.03,25.73,28,6,0,-1.2,33,42,21,280,20,0,,,290,16,652,1629
20,27,81,30.23,25.87,23,2.3,0,-5.7,38,39,15,40,9,0,,,40,9,653,1628
20,29,61,30.12,25.79,28,10.3,0,-3.3,36,39,19,50,28,0,,,50,20,655,1627
31,38,79,29.96,25.67,35,6.2,0,6.1,27,43,33,150,27,0.11,,,150,21,656,1627
33,37,85,29.96,25.65,35,4.6,0,5.6,28,49,24,240,32,0.02,,,220,24,657,1626
27,34,87,30.05,25.74,28,3.5,0,3,31,45,22,230,14,0,,,250,12,659,1625
29,33,87,30.12,25.79,31,3.9,0,2.4,32,44,22,110,13,T,,,110,10,700,1624
28,34,80,30.13,25.83,31,7.6,0,3.8,31,42,26,230,27,0.08,,,220,23,701,1624
25,33,74,30.23,25.89,29,6.6,0,3.2,32,39,27,50,15,0,,,50,14,702,1623
27,38,67,30.04,25.76,33,6.9,0,8.6,27,46,30,150,28,0.04,,,180,22,703,1623
25,35,68,29.7,25.45,31,7,0,6.1,30,46,23,180,27,0.01,,,200,22,705,1622
26,33,74,29.76,25.5,30,10.7,0,4.5,32,39,26,220,25,0.02,,,230,20,706,1622
26,33,73,29.87,25.6,30,17.6,0,4.8,32,40,26,280,44,0.03,,,270,33,707,1621
24,32,76,30.15,25.82,28,7.4,0,4.2,33,42,21,200,24,0,,,220,18,708,1621
,29,,,25.79,,4.7,0,1.6,36,39,19,270,23,0.02,,,270,17,709,1620
20,25,81,30.29,25.92,23,3.1,0,-2.1,40,36,14,310,25,T,,,310,20,710,1620
20,22,84,30.41,26.01,22,2.3,0,-4.7,43,34,9,220,10,0,,,210,8,711,1620
25,34,77,30.28,25.94,30,4.9,0,7.6,31,44,23,220,20,0,,,220,15,712,1620
25,31,75,30.03,25.72,29,9.7,0,5,34,46,16,230,40,T,,,240,31,713,1619
14,19,79,30.12,25.76,18,4.4,0,-6.7,46,31,7,180,17,0.01,,,180,14,714,1619
14,21,76,30.05,25.69,19,6.2,0,-4.5,44,32,9,270,25,0.01,,,330,20,715,1619
6,12,74,30.38,25.95,11,6.6,0,-13.2,53,24,-1,40,23,0,,,40,18,716,1619
14,20,82,30.15,25.76,18,11.1,0,-4.9,45,22,17,40,28,0.2,,,50,23,717,1619
27,28,92,30.08,25.73,29,1.2,0,3.3,37,34,22,320,9,0.19,,,310,8,718,1619
29,31,86,29.93,25.63,31,5,0,6.5,34,41,20,300,17,0.06,,,290,15,719,1619
21,26,78,30.1,25.76,25,6.4,0,1.7,39,38,13,190,26,T,,,200,22,720,1619
18,25,75,30.18,25.83,23,5.9,0,0.9,40,36,13,230,18,T,,,300,14,721,1619
16,22,77,30.21,25.83,20,4.7,0,-1.9,43,31,12,50,11,0,,,280,9,721,1620
23,26,89,29.99,25.69,25,8.6,0,2.3,39,29,23,40,25,0.59,,,40,20,722,1620
31,33,95,29.72,25.45,32,2.9,0,9.4,32,38,27,290,11,0.12,,,290,9,723,1620
10,17,71,29.86,25.55,15,12.5,0,-6.5,48,31,2,310,33,0.01,,,280,23,724,1620
5,,78,30.33,25.95,9,5.8,,,,,-16,,,0,,,310,16,724,1621
8,,79,30.18,26.15,12,3.1,,,,16,,,,0,,,280,7,725,1621
7,7,77,30.57,26.07,11,3.2,0,-16.3,58,21,-7,160,12,0,,,160,10,725,1622
23,24,82,30.38,26,26,4.8,0,0.8,41,40,8,280,25,0.01,,,280,21,726,1622
4,13,77,30.56,26.09,8,3.8,0,-10.2,52,32,-6,270,15,0,,,270,14,726,1623
1,5,83,30.26,25.79,4,3.5,0,-18.1,60,21,-11,250,16,0,,,240,13,727,1623
